id,X,input,output,out_i,rules
42,0,-2_-4_1_-7,-2p0_-4p0_1_2_2_3_3_4_4_5_5_6_6_7_7,-2,00111100030100000_100_000000
42,1,-2_-4_1_-7,-2p0_-4p0_1_2_2_3_3_4_4_5_5_6_6_7_7,-4,00111100030100000_100_000000
42,2,-2_-4_1_-7,-2p0_-4p0_1_2_2_3_3_4_4_5_5_6_6_7_7,1,00111100030100000_100_000000
42,3,-2_-4_1_-7,-2p0_-4p0_1_2_2_3_3_4_4_5_5_6_6_7_7,2,00111100030100000_100_000000
42,4,-2_-4_1_-7,-2p0_-4p0_1_2_2_3_3_4_4_5_5_6_6_7_7,2,00111100030100000_100_000000
42,5,-2_-4_1_-7,-2p0_-4p0_1_2_2_3_3_4_4_5_5_6_6_7_7,3,00111100030100000_100_000000
42,6,-2_-4_1_-7,-2p0_-4p0_1_2_2_3_3_4_4_5_5_6_6_7_7,3,00111100030100000_100_000000
42,7,-2_-4_1_-7,-2p0_-4p0_1_2_2_3_3_4_4_5_5_6_6_7_7,4,00111100030100000_100_000000
42,8,-2_-4_1_-7,-2p0_-4p0_1_2_2_3_3_4_4_5_5_6_6_7_7,4,00111100030100000_100_000000
42,9,-2_-4_1_-7,-2p0_-4p0_1_2_2_3_3_4_4_5_5_6_6_7_7,5,00111100030100000_100_000000
42,10,-2_-4_1_-7,-2p0_-4p0_1_2_2_3_3_4_4_5_5_6_6_7_7,5,00111100030100000_100_000000
42,11,-2_-4_1_-7,-2p0_-4p0_1_2_2_3_3_4_4_5_5_6_6_7_7,6,00111100030100000_100_000000
42,12,-2_-4_1_-7,-2p0_-4p0_1_2_2_3_3_4_4_5_5_6_6_7_7,6,00111100030100000_100_000000
42,13,-2_-4_1_-7,-2p0_-4p0_1_2_2_3_3_4_4_5_5_6_6_7_7,7,00111100030100000_100_000000
42,14,-2_-4_1_-7,-2p0_-4p0_1_2_2_3_3_4_4_5_5_6_6_7_7,7,00111100030100000_100_000000
43,0,13_10_9_6_2,13_13_2_6_2_6_6_6_6_6_6_6_6_6_6,13,00100012010100021_010_010000
43,1,13_10_9_6_2,13_13_2_6_2_6_6_6_6_6_6_6_6_6_6,13,00100012010100021_010_010000
43,2,13_10_9_6_2,13_13_2_6_2_6_6_6_6_6_6_6_6_6_6,2,00100012010100021_010_010000
43,3,13_10_9_6_2,13_13_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010100021_010_010000
43,4,13_10_9_6_2,13_13_2_6_2_6_6_6_6_6_6_6_6_6_6,2,00100012010100021_010_010000
43,5,13_10_9_6_2,13_13_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010100021_010_010000
43,6,13_10_9_6_2,13_13_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010100021_010_010000
43,7,13_10_9_6_2,13_13_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010100021_010_010000
43,8,13_10_9_6_2,13_13_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010100021_010_010000
43,9,13_10_9_6_2,13_13_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010100021_010_010000
43,10,13_10_9_6_2,13_13_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010100021_010_010000
43,11,13_10_9_6_2,13_13_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010100021_010_010000
43,12,13_10_9_6_2,13_13_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010100021_010_010000
43,13,13_10_9_6_2,13_13_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010100021_010_010000
43,14,13_10_9_6_2,13_13_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010100021_010_010000
44,0,13_10_9_6_2,10_10_2_6_2_6_2_6_2_6_2_6_2_6_2,10,00100012100110011_010_010000
44,1,13_10_9_6_2,10_10_2_6_2_6_2_6_2_6_2_6_2_6_2,10,00100012100110011_010_010000
44,2,13_10_9_6_2,10_10_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100012100110011_010_010000
44,3,13_10_9_6_2,10_10_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100012100110011_010_010000
44,4,13_10_9_6_2,10_10_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100012100110011_010_010000
44,5,13_10_9_6_2,10_10_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100012100110011_010_010000
44,6,13_10_9_6_2,10_10_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100012100110011_010_010000
44,7,13_10_9_6_2,10_10_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100012100110011_010_010000
44,8,13_10_9_6_2,10_10_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100012100110011_010_010000
44,9,13_10_9_6_2,10_10_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100012100110011_010_010000
44,10,13_10_9_6_2,10_10_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100012100110011_010_010000
44,11,13_10_9_6_2,10_10_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100012100110011_010_010000
44,12,13_10_9_6_2,10_10_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100012100110011_010_010000
44,13,13_10_9_6_2,10_10_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100012100110011_010_010000
44,14,13_10_9_6_2,10_10_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100012100110011_010_010000
45,0,13_10_9_6_2,13_5_2_6_2_6_6_6_6_6_6_6_6_6_6,13,00100011010100121_010_010000
45,1,13_10_9_6_2,13_5_2_6_2_6_6_6_6_6_6_6_6_6_6,5,00100011010100121_010_010000
45,2,13_10_9_6_2,13_5_2_6_2_6_6_6_6_6_6_6_6_6_6,2,00100011010100121_010_010000
45,3,13_10_9_6_2,13_5_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100011010100121_010_010000
45,4,13_10_9_6_2,13_5_2_6_2_6_6_6_6_6_6_6_6_6_6,2,00100011010100121_010_010000
45,5,13_10_9_6_2,13_5_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100011010100121_010_010000
45,6,13_10_9_6_2,13_5_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100011010100121_010_010000
45,7,13_10_9_6_2,13_5_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100011010100121_010_010000
45,8,13_10_9_6_2,13_5_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100011010100121_010_010000
45,9,13_10_9_6_2,13_5_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100011010100121_010_010000
45,10,13_10_9_6_2,13_5_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100011010100121_010_010000
45,11,13_10_9_6_2,13_5_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100011010100121_010_010000
45,12,13_10_9_6_2,13_5_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100011010100121_010_010000
45,13,13_10_9_6_2,13_5_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100011010100121_010_010000
45,14,13_10_9_6_2,13_5_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100011010100121_010_010000
46,0,13_10_9_6_2,10_10_7_6_2_0_1_0_0_0_0_0_0_0_0,10,10101000110010001_100_000000
46,1,13_10_9_6_2,10_10_7_6_2_0_1_0_0_0_0_0_0_0_0,10,10101000110010001_100_000000
46,2,13_10_9_6_2,10_10_7_6_2_0_1_0_0_0_0_0_0_0_0,7,10101000110010001_100_000000
46,3,13_10_9_6_2,10_10_7_6_2_0_1_0_0_0_0_0_0_0_0,6,10101000110010001_100_000000
46,4,13_10_9_6_2,10_10_7_6_2_0_1_0_0_0_0_0_0_0_0,2,10101000110010001_100_000000
46,5,13_10_9_6_2,10_10_7_6_2_0_1_0_0_0_0_0_0_0_0,0,10101000110010001_100_000000
46,6,13_10_9_6_2,10_10_7_6_2_0_1_0_0_0_0_0_0_0_0,1,10101000110010001_100_000000
46,7,13_10_9_6_2,10_10_7_6_2_0_1_0_0_0_0_0_0_0_0,0,10101000110010001_100_000000
46,8,13_10_9_6_2,10_10_7_6_2_0_1_0_0_0_0_0_0_0_0,0,10101000110010001_100_000000
46,9,13_10_9_6_2,10_10_7_6_2_0_1_0_0_0_0_0_0_0_0,0,10101000110010001_100_000000
46,10,13_10_9_6_2,10_10_7_6_2_0_1_0_0_0_0_0_0_0_0,0,10101000110010001_100_000000
46,11,13_10_9_6_2,10_10_7_6_2_0_1_0_0_0_0_0_0_0_0,0,10101000110010001_100_000000
46,12,13_10_9_6_2,10_10_7_6_2_0_1_0_0_0_0_0_0_0_0,0,10101000110010001_100_000000
46,13,13_10_9_6_2,10_10_7_6_2_0_1_0_0_0_0_0_0_0_0,0,10101000110010001_100_000000
46,14,13_10_9_6_2,10_10_7_6_2_0_1_0_0_0_0_0_0_0_0,0,10101000110010001_100_000000
47,0,13_10_9_6_2,10_10_6_6_2_2_0_0_0_0_0_0_0_0_0,10,10101000100011001_100_000000
47,1,13_10_9_6_2,10_10_6_6_2_2_0_0_0_0_0_0_0_0_0,10,10101000100011001_100_000000
47,2,13_10_9_6_2,10_10_6_6_2_2_0_0_0_0_0_0_0_0_0,6,10101000100011001_100_000000
47,3,13_10_9_6_2,10_10_6_6_2_2_0_0_0_0_0_0_0_0_0,6,10101000100011001_100_000000
47,4,13_10_9_6_2,10_10_6_6_2_2_0_0_0_0_0_0_0_0_0,2,10101000100011001_100_000000
47,5,13_10_9_6_2,10_10_6_6_2_2_0_0_0_0_0_0_0_0_0,2,10101000100011001_100_000000
47,6,13_10_9_6_2,10_10_6_6_2_2_0_0_0_0_0_0_0_0_0,0,10101000100011001_100_000000
47,7,13_10_9_6_2,10_10_6_6_2_2_0_0_0_0_0_0_0_0_0,0,10101000100011001_100_000000
47,8,13_10_9_6_2,10_10_6_6_2_2_0_0_0_0_0_0_0_0_0,0,10101000100011001_100_000000
47,9,13_10_9_6_2,10_10_6_6_2_2_0_0_0_0_0_0_0_0_0,0,10101000100011001_100_000000
47,10,13_10_9_6_2,10_10_6_6_2_2_0_0_0_0_0_0_0_0_0,0,10101000100011001_100_000000
47,11,13_10_9_6_2,10_10_6_6_2_2_0_0_0_0_0_0_0_0_0,0,10101000100011001_100_000000
47,12,13_10_9_6_2,10_10_6_6_2_2_0_0_0_0_0_0_0_0_0,0,10101000100011001_100_000000
47,13,13_10_9_6_2,10_10_6_6_2_2_0_0_0_0_0_0_0_0_0,0,10101000100011001_100_000000
47,14,13_10_9_6_2,10_10_6_6_2_2_0_0_0_0_0_0_0_0_0,0,10101000100011001_100_000000
48,0,13_10_9_6_2,13_13_2_6_2_6_2_6_2_6_2_6_2_6_2,13,00100012000200021_010_100000
48,1,13_10_9_6_2,13_13_2_6_2_6_2_6_2_6_2_6_2_6_2,13,00100012000200021_010_100000
48,2,13_10_9_6_2,13_13_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100012000200021_010_100000
48,3,13_10_9_6_2,13_13_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100012000200021_010_100000
48,4,13_10_9_6_2,13_13_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100012000200021_010_100000
48,5,13_10_9_6_2,13_13_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100012000200021_010_100000
48,6,13_10_9_6_2,13_13_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100012000200021_010_100000
48,7,13_10_9_6_2,13_13_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100012000200021_010_100000
48,8,13_10_9_6_2,13_13_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100012000200021_010_100000
48,9,13_10_9_6_2,13_13_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100012000200021_010_100000
48,10,13_10_9_6_2,13_13_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100012000200021_010_100000
48,11,13_10_9_6_2,13_13_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100012000200021_010_100000
48,12,13_10_9_6_2,13_13_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100012000200021_010_100000
48,13,13_10_9_6_2,13_13_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100012000200021_010_100000
48,14,13_10_9_6_2,13_13_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100012000200021_010_100000
49,0,13_10_9_6_2,10_10_5_6_2_2_1_0_0_0_0_0_0_0_0,10,10200000110101010_100_000000
49,1,13_10_9_6_2,10_10_5_6_2_2_1_0_0_0_0_0_0_0_0,10,10200000110101010_100_000000
49,2,13_10_9_6_2,10_10_5_6_2_2_1_0_0_0_0_0_0_0_0,5,10200000110101010_100_000000
49,3,13_10_9_6_2,10_10_5_6_2_2_1_0_0_0_0_0_0_0_0,6,10200000110101010_100_000000
49,4,13_10_9_6_2,10_10_5_6_2_2_1_0_0_0_0_0_0_0_0,2,10200000110101010_100_000000
49,5,13_10_9_6_2,10_10_5_6_2_2_1_0_0_0_0_0_0_0_0,2,10200000110101010_100_000000
49,6,13_10_9_6_2,10_10_5_6_2_2_1_0_0_0_0_0_0_0_0,1,10200000110101010_100_000000
49,7,13_10_9_6_2,10_10_5_6_2_2_1_0_0_0_0_0_0_0_0,0,10200000110101010_100_000000
49,8,13_10_9_6_2,10_10_5_6_2_2_1_0_0_0_0_0_0_0_0,0,10200000110101010_100_000000
49,9,13_10_9_6_2,10_10_5_6_2_2_1_0_0_0_0_0_0_0_0,0,10200000110101010_100_000000
49,10,13_10_9_6_2,10_10_5_6_2_2_1_0_0_0_0_0_0_0_0,0,10200000110101010_100_000000
49,11,13_10_9_6_2,10_10_5_6_2_2_1_0_0_0_0_0_0_0_0,0,10200000110101010_100_000000
49,12,13_10_9_6_2,10_10_5_6_2_2_1_0_0_0_0_0_0_0_0,0,10200000110101010_100_000000
49,13,13_10_9_6_2,10_10_5_6_2_2_1_0_0_0_0_0_0_0_0,0,10200000110101010_100_000000
49,14,13_10_9_6_2,10_10_5_6_2_2_1_0_0_0_0_0_0_0_0,0,10200000110101010_100_000000
50,0,13_10_9_6_2,10_10_2_2_2_2_2_2_2_2_2_2_2_2_2,10,00100000000110001_100_000000
50,1,13_10_9_6_2,10_10_2_2_2_2_2_2_2_2_2_2_2_2_2,10,00100000000110001_100_000000
50,2,13_10_9_6_2,10_10_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000110001_100_000000
50,3,13_10_9_6_2,10_10_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000110001_100_000000
50,4,13_10_9_6_2,10_10_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000110001_100_000000
50,5,13_10_9_6_2,10_10_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000110001_100_000000
50,6,13_10_9_6_2,10_10_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000110001_100_000000
50,7,13_10_9_6_2,10_10_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000110001_100_000000
50,8,13_10_9_6_2,10_10_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000110001_100_000000
50,9,13_10_9_6_2,10_10_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000110001_100_000000
50,10,13_10_9_6_2,10_10_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000110001_100_000000
50,11,13_10_9_6_2,10_10_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000110001_100_000000
50,12,13_10_9_6_2,10_10_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000110001_100_000000
50,13,13_10_9_6_2,10_10_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000110001_100_000000
50,14,13_10_9_6_2,10_10_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000110001_100_000000
51,0,13_10_9_6_2,13_13_2_2_2_2_2_2_2_2_2_2_2_2_2,13,00100000000100011_100_000000
51,1,13_10_9_6_2,13_13_2_2_2_2_2_2_2_2_2_2_2_2_2,13,00100000000100011_100_000000
51,2,13_10_9_6_2,13_13_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000100011_100_000000
51,3,13_10_9_6_2,13_13_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000100011_100_000000
51,4,13_10_9_6_2,13_13_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000100011_100_000000
51,5,13_10_9_6_2,13_13_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000100011_100_000000
51,6,13_10_9_6_2,13_13_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000100011_100_000000
51,7,13_10_9_6_2,13_13_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000100011_100_000000
51,8,13_10_9_6_2,13_13_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000100011_100_000000
51,9,13_10_9_6_2,13_13_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000100011_100_000000
51,10,13_10_9_6_2,13_13_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000100011_100_000000
51,11,13_10_9_6_2,13_13_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000100011_100_000000
51,12,13_10_9_6_2,13_13_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000100011_100_000000
51,13,13_10_9_6_2,13_13_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000100011_100_000000
51,14,13_10_9_6_2,13_13_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100000000100011_100_000000
52,0,13_10_9_6_2,10_10_6_6_6_6_6_6_6_6_6_6_6_6_6,10,00100000000010011_100_000000
52,1,13_10_9_6_2,10_10_6_6_6_6_6_6_6_6_6_6_6_6_6,10,00100000000010011_100_000000
52,2,13_10_9_6_2,10_10_6_6_6_6_6_6_6_6_6_6_6_6_6,6,00100000000010011_100_000000
52,3,13_10_9_6_2,10_10_6_6_6_6_6_6_6_6_6_6_6_6_6,6,00100000000010011_100_000000
52,4,13_10_9_6_2,10_10_6_6_6_6_6_6_6_6_6_6_6_6_6,6,00100000000010011_100_000000
52,5,13_10_9_6_2,10_10_6_6_6_6_6_6_6_6_6_6_6_6_6,6,00100000000010011_100_000000
52,6,13_10_9_6_2,10_10_6_6_6_6_6_6_6_6_6_6_6_6_6,6,00100000000010011_100_000000
52,7,13_10_9_6_2,10_10_6_6_6_6_6_6_6_6_6_6_6_6_6,6,00100000000010011_100_000000
52,8,13_10_9_6_2,10_10_6_6_6_6_6_6_6_6_6_6_6_6_6,6,00100000000010011_100_000000
52,9,13_10_9_6_2,10_10_6_6_6_6_6_6_6_6_6_6_6_6_6,6,00100000000010011_100_000000
52,10,13_10_9_6_2,10_10_6_6_6_6_6_6_6_6_6_6_6_6_6,6,00100000000010011_100_000000
52,11,13_10_9_6_2,10_10_6_6_6_6_6_6_6_6_6_6_6_6_6,6,00100000000010011_100_000000
52,12,13_10_9_6_2,10_10_6_6_6_6_6_6_6_6_6_6_6_6_6,6,00100000000010011_100_000000
52,13,13_10_9_6_2,10_10_6_6_6_6_6_6_6_6_6_6_6_6_6,6,00100000000010011_100_000000
52,14,13_10_9_6_2,10_10_6_6_6_6_6_6_6_6_6_6_6_6_6,6,00100000000010011_100_000000
53,0,13_10_9_6_2,13_2_2_2_2_2_2_2_2_2_2_2_2_2_2,13,00100001010000011_010_000000
53,1,13_10_9_6_2,13_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100001010000011_010_000000
53,2,13_10_9_6_2,13_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100001010000011_010_000000
53,3,13_10_9_6_2,13_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100001010000011_010_000000
53,4,13_10_9_6_2,13_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100001010000011_010_000000
53,5,13_10_9_6_2,13_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100001010000011_010_000000
53,6,13_10_9_6_2,13_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100001010000011_010_000000
53,7,13_10_9_6_2,13_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100001010000011_010_000000
53,8,13_10_9_6_2,13_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100001010000011_010_000000
53,9,13_10_9_6_2,13_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100001010000011_010_000000
53,10,13_10_9_6_2,13_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100001010000011_010_000000
53,11,13_10_9_6_2,13_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100001010000011_010_000000
53,12,13_10_9_6_2,13_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100001010000011_010_000000
53,13,13_10_9_6_2,13_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100001010000011_010_000000
53,14,13_10_9_6_2,13_2_2_2_2_2_2_2_2_2_2_2_2_2_2,2,00100001010000011_010_000000
54,0,13_10_9_6_2,10_10_6_6_2_2_2_2_2_2_2_2_2_2_2,10,00100011100110021_010_010000
54,1,13_10_9_6_2,10_10_6_6_2_2_2_2_2_2_2_2_2_2_2,10,00100011100110021_010_010000
54,2,13_10_9_6_2,10_10_6_6_2_2_2_2_2_2_2_2_2_2_2,6,00100011100110021_010_010000
54,3,13_10_9_6_2,10_10_6_6_2_2_2_2_2_2_2_2_2_2_2,6,00100011100110021_010_010000
54,4,13_10_9_6_2,10_10_6_6_2_2_2_2_2_2_2_2_2_2_2,2,00100011100110021_010_010000
54,5,13_10_9_6_2,10_10_6_6_2_2_2_2_2_2_2_2_2_2_2,2,00100011100110021_010_010000
54,6,13_10_9_6_2,10_10_6_6_2_2_2_2_2_2_2_2_2_2_2,2,00100011100110021_010_010000
54,7,13_10_9_6_2,10_10_6_6_2_2_2_2_2_2_2_2_2_2_2,2,00100011100110021_010_010000
54,8,13_10_9_6_2,10_10_6_6_2_2_2_2_2_2_2_2_2_2_2,2,00100011100110021_010_010000
54,9,13_10_9_6_2,10_10_6_6_2_2_2_2_2_2_2_2_2_2_2,2,00100011100110021_010_010000
54,10,13_10_9_6_2,10_10_6_6_2_2_2_2_2_2_2_2_2_2_2,2,00100011100110021_010_010000
54,11,13_10_9_6_2,10_10_6_6_2_2_2_2_2_2_2_2_2_2_2,2,00100011100110021_010_010000
54,12,13_10_9_6_2,10_10_6_6_2_2_2_2_2_2_2_2_2_2_2,2,00100011100110021_010_010000
54,13,13_10_9_6_2,10_10_6_6_2_2_2_2_2_2_2_2_2_2_2,2,00100011100110021_010_010000
54,14,13_10_9_6_2,10_10_6_6_2_2_2_2_2_2_2_2_2_2_2,2,00100011100110021_010_010000
55,0,13_10_9_6_2,13_6_2_6_2_6_2_6_2_6_2_6_2_6_2,13,00100011110100021_010_010000
55,1,13_10_9_6_2,13_6_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100011110100021_010_010000
55,2,13_10_9_6_2,13_6_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100011110100021_010_010000
55,3,13_10_9_6_2,13_6_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100011110100021_010_010000
55,4,13_10_9_6_2,13_6_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100011110100021_010_010000
55,5,13_10_9_6_2,13_6_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100011110100021_010_010000
55,6,13_10_9_6_2,13_6_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100011110100021_010_010000
55,7,13_10_9_6_2,13_6_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100011110100021_010_010000
55,8,13_10_9_6_2,13_6_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100011110100021_010_010000
55,9,13_10_9_6_2,13_6_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100011110100021_010_010000
55,10,13_10_9_6_2,13_6_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100011110100021_010_010000
55,11,13_10_9_6_2,13_6_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100011110100021_010_010000
55,12,13_10_9_6_2,13_6_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100011110100021_010_010000
55,13,13_10_9_6_2,13_6_2_6_2_6_2_6_2_6_2_6_2_6_2,6,00100011110100021_010_010000
55,14,13_10_9_6_2,13_6_2_6_2_6_2_6_2_6_2_6_2_6_2,2,00100011110100021_010_010000
56,0,13_10_9_6_2,10_10_2_6_2_6_6_6_6_6_6_6_6_6_6,10,00100012010110011_010_010000
56,1,13_10_9_6_2,10_10_2_6_2_6_6_6_6_6_6_6_6_6_6,10,00100012010110011_010_010000
56,2,13_10_9_6_2,10_10_2_6_2_6_6_6_6_6_6_6_6_6_6,2,00100012010110011_010_010000
56,3,13_10_9_6_2,10_10_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010110011_010_010000
56,4,13_10_9_6_2,10_10_2_6_2_6_6_6_6_6_6_6_6_6_6,2,00100012010110011_010_010000
56,5,13_10_9_6_2,10_10_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010110011_010_010000
56,6,13_10_9_6_2,10_10_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010110011_010_010000
56,7,13_10_9_6_2,10_10_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010110011_010_010000
56,8,13_10_9_6_2,10_10_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010110011_010_010000
56,9,13_10_9_6_2,10_10_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010110011_010_010000
56,10,13_10_9_6_2,10_10_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010110011_010_010000
56,11,13_10_9_6_2,10_10_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010110011_010_010000
56,12,13_10_9_6_2,10_10_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010110011_010_010000
56,13,13_10_9_6_2,10_10_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010110011_010_010000
56,14,13_10_9_6_2,10_10_2_6_2_6_6_6_6_6_6_6_6_6_6,6,00100012010110011_010_010000
57,0,13_10_9_6_2,13_13_5_6_2_2_1_0_0_0_0_0_0_0_0,13,10200000110100011_100_000000
57,1,13_10_9_6_2,13_13_5_6_2_2_1_0_0_0_0_0_0_0_0,13,10200000110100011_100_000000
57,2,13_10_9_6_2,13_13_5_6_2_2_1_0_0_0_0_0_0_0_0,5,10200000110100011_100_000000
57,3,13_10_9_6_2,13_13_5_6_2_2_1_0_0_0_0_0_0_0_0,6,10200000110100011_100_000000
57,4,13_10_9_6_2,13_13_5_6_2_2_1_0_0_0_0_0_0_0_0,2,10200000110100011_100_000000
57,5,13_10_9_6_2,13_13_5_6_2_2_1_0_0_0_0_0_0_0_0,2,10200000110100011_100_000000
57,6,13_10_9_6_2,13_13_5_6_2_2_1_0_0_0_0_0_0_0_0,1,10200000110100011_100_000000
57,7,13_10_9_6_2,13_13_5_6_2_2_1_0_0_0_0_0_0_0_0,0,10200000110100011_100_000000
57,8,13_10_9_6_2,13_13_5_6_2_2_1_0_0_0_0_0_0_0_0,0,10200000110100011_100_000000
57,9,13_10_9_6_2,13_13_5_6_2_2_1_0_0_0_0_0_0_0_0,0,10200000110100011_100_000000
57,10,13_10_9_6_2,13_13_5_6_2_2_1_0_0_0_0_0_0_0_0,0,10200000110100011_100_000000
57,11,13_10_9_6_2,13_13_5_6_2_2_1_0_0_0_0_0_0_0_0,0,10200000110100011_100_000000
57,12,13_10_9_6_2,13_13_5_6_2_2_1_0_0_0_0_0_0_0_0,0,10200000110100011_100_000000
57,13,13_10_9_6_2,13_13_5_6_2_2_1_0_0_0_0_0_0_0_0,0,10200000110100011_100_000000
