id,X,input,output,out_i,rules
247,2,9_6_5,6p0_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100000000110_100_000000
247,3,9_6_5,6p0_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100000000110_100_000000
247,4,9_6_5,6p0_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100000000110_100_000000
247,5,9_6_5,6p0_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100000000110_100_000000
247,6,9_6_5,6p0_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100000000110_100_000000
247,7,9_6_5,6p0_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100000000110_100_000000
247,8,9_6_5,6p0_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100000000110_100_000000
247,9,9_6_5,6p0_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100000000110_100_000000
247,10,9_6_5,6p0_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100000000110_100_000000
247,11,9_6_5,6p0_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100000000110_100_000000
247,12,9_6_5,6p0_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100000000110_100_000000
247,13,9_6_5,6p0_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100000000110_100_000000
247,14,9_6_5,6p0_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100000000110_100_000000
248,0,9_6_5,5_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000210_010_000000
248,1,9_6_5,5_6_5_5_5_5_5_5_5_5_5_5_5_5_5,6,00000000000000210_010_000000
248,2,9_6_5,5_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000210_010_000000
248,3,9_6_5,5_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000210_010_000000
248,4,9_6_5,5_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000210_010_000000
248,5,9_6_5,5_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000210_010_000000
248,6,9_6_5,5_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000210_010_000000
248,7,9_6_5,5_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000210_010_000000
248,8,9_6_5,5_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000210_010_000000
248,9,9_6_5,5_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000210_010_000000
248,10,9_6_5,5_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000210_010_000000
248,11,9_6_5,5_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000210_010_000000
248,12,9_6_5,5_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000210_010_000000
248,13,9_6_5,5_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000210_010_000000
248,14,9_6_5,5_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000210_010_000000
249,0,9_6_5,7_6_5_5_5_5_5_5_5_5_5_5_5_5_5,7,00000000000000111_010_000000
249,1,9_6_5,7_6_5_5_5_5_5_5_5_5_5_5_5_5_5,6,00000000000000111_010_000000
249,2,9_6_5,7_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000111_010_000000
249,3,9_6_5,7_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000111_010_000000
249,4,9_6_5,7_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000111_010_000000
249,5,9_6_5,7_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000111_010_000000
249,6,9_6_5,7_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000111_010_000000
249,7,9_6_5,7_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000111_010_000000
249,8,9_6_5,7_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000111_010_000000
249,9,9_6_5,7_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000111_010_000000
249,10,9_6_5,7_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000111_010_000000
249,11,9_6_5,7_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000111_010_000000
249,12,9_6_5,7_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000111_010_000000
249,13,9_6_5,7_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000111_010_000000
249,14,9_6_5,7_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000000111_010_000000
250,0,9_6_5,2_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,2,00000100000100110_010_000000
250,1,9_6_5,2_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,6,00000100000100110_010_000000
250,2,9_6_5,2_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000100110_010_000000
250,3,9_6_5,2_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000100110_010_000000
250,4,9_6_5,2_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000100110_010_000000
250,5,9_6_5,2_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000100110_010_000000
250,6,9_6_5,2_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000100110_010_000000
250,7,9_6_5,2_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000100110_010_000000
250,8,9_6_5,2_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000100110_010_000000
250,9,9_6_5,2_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000100110_010_000000
250,10,9_6_5,2_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000100110_010_000000
250,11,9_6_5,2_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000100110_010_000000
250,12,9_6_5,2_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000100110_010_000000
250,13,9_6_5,2_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000100110_010_000000
250,14,9_6_5,2_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000100110_010_000000
251,0,9_6_5,1_6_5_5_5_5_5_5_5_5_5_5_5_5_5,1,00000000010000110_010_000000
251,1,9_6_5,1_6_5_5_5_5_5_5_5_5_5_5_5_5_5,6,00000000010000110_010_000000
251,2,9_6_5,1_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000010000110_010_000000
251,3,9_6_5,1_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000010000110_010_000000
251,4,9_6_5,1_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000010000110_010_000000
251,5,9_6_5,1_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000010000110_010_000000
251,6,9_6_5,1_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000010000110_010_000000
251,7,9_6_5,1_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000010000110_010_000000
251,8,9_6_5,1_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000010000110_010_000000
251,9,9_6_5,1_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000010000110_010_000000
251,10,9_6_5,1_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000010000110_010_000000
251,11,9_6_5,1_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000010000110_010_000000
251,12,9_6_5,1_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000010000110_010_000000
251,13,9_6_5,1_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000010000110_010_000000
251,14,9_6_5,1_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000010000110_010_000000
252,0,9_6_5,6_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,6,00000100000000110_100_000000
252,1,9_6_5,6_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,6,00000100000000110_100_000000
252,2,9_6_5,6_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000110_100_000000
252,3,9_6_5,6_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000110_100_000000
252,4,9_6_5,6_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000110_100_000000
252,5,9_6_5,6_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000110_100_000000
252,6,9_6_5,6_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000110_100_000000
252,7,9_6_5,6_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000110_100_000000
252,8,9_6_5,6_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000110_100_000000
252,9,9_6_5,6_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000110_100_000000
252,10,9_6_5,6_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000110_100_000000
252,11,9_6_5,6_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000110_100_000000
252,12,9_6_5,6_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000110_100_000000
252,13,9_6_5,6_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000110_100_000000
252,14,9_6_5,6_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000110_100_000000
253,0,9_6_5,5_6_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0,5,00000100100000110_010_000000
253,1,9_6_5,5_6_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0,6,00000100100000110_010_000000
253,2,9_6_5,5_6_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0,5,00000100100000110_010_000000
253,3,9_6_5,5_6_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0,6,00000100100000110_010_000000
253,4,9_6_5,5_6_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0,5,00000100100000110_010_000000
253,5,9_6_5,5_6_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0,6,00000100100000110_010_000000
253,6,9_6_5,5_6_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0,5,00000100100000110_010_000000
253,7,9_6_5,5_6_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0,6,00000100100000110_010_000000
253,8,9_6_5,5_6_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0,5,00000100100000110_010_000000
253,9,9_6_5,5_6_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0,6,00000100100000110_010_000000
253,10,9_6_5,5_6_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0,5,00000100100000110_010_000000
253,11,9_6_5,5_6_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0,6,00000100100000110_010_000000
253,12,9_6_5,5_6_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0,5,00000100100000110_010_000000
253,13,9_6_5,5_6_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0,6,00000100100000110_010_000000
253,14,9_6_5,5_6_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0_6p0_5p0,5,00000100100000110_010_000000
254,0,9_6_5,1p0_6_5_5_5_5_5_5_5_5_5_5_5_5_5,1,00000100010000110_010_000000
254,1,9_6_5,1p0_6_5_5_5_5_5_5_5_5_5_5_5_5_5,6,00000100010000110_010_000000
254,2,9_6_5,1p0_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
254,3,9_6_5,1p0_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
254,4,9_6_5,1p0_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
254,5,9_6_5,1p0_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
254,6,9_6_5,1p0_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
254,7,9_6_5,1p0_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
254,8,9_6_5,1p0_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
254,9,9_6_5,1p0_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
254,10,9_6_5,1p0_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
254,11,9_6_5,1p0_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
254,12,9_6_5,1p0_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
254,13,9_6_5,1p0_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
254,14,9_6_5,1p0_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
255,0,9_6_5,5_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000210_010_000000
255,1,9_6_5,5_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,6,00000100000000210_010_000000
255,2,9_6_5,5_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000210_010_000000
255,3,9_6_5,5_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000210_010_000000
255,4,9_6_5,5_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000210_010_000000
255,5,9_6_5,5_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000210_010_000000
255,6,9_6_5,5_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000210_010_000000
255,7,9_6_5,5_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000210_010_000000
255,8,9_6_5,5_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000210_010_000000
255,9,9_6_5,5_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000210_010_000000
255,10,9_6_5,5_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000210_010_000000
255,11,9_6_5,5_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000210_010_000000
255,12,9_6_5,5_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000210_010_000000
255,13,9_6_5,5_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000210_010_000000
255,14,9_6_5,5_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100000000210_010_000000
256,0,9_6_5,2_6_5_5_5_5_5_5_5_5_5_5_5_5_5,2,00000000000100110_010_000000
256,1,9_6_5,2_6_5_5_5_5_5_5_5_5_5_5_5_5_5,6,00000000000100110_010_000000
256,2,9_6_5,2_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000100110_010_000000
256,3,9_6_5,2_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000100110_010_000000
256,4,9_6_5,2_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000100110_010_000000
256,5,9_6_5,2_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000100110_010_000000
256,6,9_6_5,2_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000100110_010_000000
256,7,9_6_5,2_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000100110_010_000000
256,8,9_6_5,2_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000100110_010_000000
256,9,9_6_5,2_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000100110_010_000000
256,10,9_6_5,2_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000100110_010_000000
256,11,9_6_5,2_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000100110_010_000000
256,12,9_6_5,2_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000100110_010_000000
256,13,9_6_5,2_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000100110_010_000000
256,14,9_6_5,2_6_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000000000100110_010_000000
257,0,9_6_5,1_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,1,00000100010000110_010_000000
257,1,9_6_5,1_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,6,00000100010000110_010_000000
257,2,9_6_5,1_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100010000110_010_000000
257,3,9_6_5,1_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100010000110_010_000000
257,4,9_6_5,1_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100010000110_010_000000
257,5,9_6_5,1_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100010000110_010_000000
257,6,9_6_5,1_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100010000110_010_000000
257,7,9_6_5,1_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100010000110_010_000000
257,8,9_6_5,1_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100010000110_010_000000
257,9,9_6_5,1_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100010000110_010_000000
257,10,9_6_5,1_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100010000110_010_000000
257,11,9_6_5,1_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100010000110_010_000000
257,12,9_6_5,1_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100010000110_010_000000
257,13,9_6_5,1_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100010000110_010_000000
257,14,9_6_5,1_6_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0_5p0,5,00000100010000110_010_000000
258,0,9_6_5,1_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,1,00000100010000110_010_000000
258,1,9_6_5,1_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,6,00000100010000110_010_000000
258,2,9_6_5,1_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
258,3,9_6_5,1_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
258,4,9_6_5,1_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
258,5,9_6_5,1_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
258,6,9_6_5,1_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
258,7,9_6_5,1_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
258,8,9_6_5,1_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
258,9,9_6_5,1_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
258,10,9_6_5,1_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
258,11,9_6_5,1_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
258,12,9_6_5,1_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
258,13,9_6_5,1_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
258,14,9_6_5,1_6p0_5_5_5_5_5_5_5_5_5_5_5_5_5,5,00000100010000110_010_000000
259,0,4_1_3,4_1_3_1_5_1_7_1_9_1_11_1_13_1_15,4,00010001011001000_010_000000
259,1,4_1_3,4_1_3_1_5_1_7_1_9_1_11_1_13_1_15,1,00010001011001000_010_000000
259,2,4_1_3,4_1_3_1_5_1_7_1_9_1_11_1_13_1_15,3,00010001011001000_010_000000
259,3,4_1_3,4_1_3_1_5_1_7_1_9_1_11_1_13_1_15,1,00010001011001000_010_000000
259,4,4_1_3,4_1_3_1_5_1_7_1_9_1_11_1_13_1_15,5,00010001011001000_010_000000
259,5,4_1_3,4_1_3_1_5_1_7_1_9_1_11_1_13_1_15,1,00010001011001000_010_000000
259,6,4_1_3,4_1_3_1_5_1_7_1_9_1_11_1_13_1_15,7,00010001011001000_010_000000
259,7,4_1_3,4_1_3_1_5_1_7_1_9_1_11_1_13_1_15,1,00010001011001000_010_000000
259,8,4_1_3,4_1_3_1_5_1_7_1_9_1_11_1_13_1_15,9,00010001011001000_010_000000
259,9,4_1_3,4_1_3_1_5_1_7_1_9_1_11_1_13_1_15,1,00010001011001000_010_000000
259,10,4_1_3,4_1_3_1_5_1_7_1_9_1_11_1_13_1_15,11,00010001011001000_010_000000
259,11,4_1_3,4_1_3_1_5_1_7_1_9_1_11_1_13_1_15,1,00010001011001000_010_000000
259,12,4_1_3,4_1_3_1_5_1_7_1_9_1_11_1_13_1_15,13,00010001011001000_010_000000
259,13,4_1_3,4_1_3_1_5_1_7_1_9_1_11_1_13_1_15,1,00010001011001000_010_000000
259,14,4_1_3,4_1_3_1_5_1_7_1_9_1_11_1_13_1_15,15,00010001011001000_010_000000
260,0,4_1_3,4_1p0_3_3_3_3_3_3_3_3_3_3_3_3_3,4,00000100001011000_010_000000
260,1,4_1_3,4_1p0_3_3_3_3_3_3_3_3_3_3_3_3_3,1,00000100001011000_010_000000
260,2,4_1_3,4_1p0_3_3_3_3_3_3_3_3_3_3_3_3_3,3,00000100001011000_010_000000
260,3,4_1_3,4_1p0_3_3_3_3_3_3_3_3_3_3_3_3_3,3,00000100001011000_010_000000
260,4,4_1_3,4_1p0_3_3_3_3_3_3_3_3_3_3_3_3_3,3,00000100001011000_010_000000
260,5,4_1_3,4_1p0_3_3_3_3_3_3_3_3_3_3_3_3_3,3,00000100001011000_010_000000
260,6,4_1_3,4_1p0_3_3_3_3_3_3_3_3_3_3_3_3_3,3,00000100001011000_010_000000
260,7,4_1_3,4_1p0_3_3_3_3_3_3_3_3_3_3_3_3_3,3,00000100001011000_010_000000
260,8,4_1_3,4_1p0_3_3_3_3_3_3_3_3_3_3_3_3_3,3,00000100001011000_010_000000
260,9,4_1_3,4_1p0_3_3_3_3_3_3_3_3_3_3_3_3_3,3,00000100001011000_010_000000
260,10,4_1_3,4_1p0_3_3_3_3_3_3_3_3_3_3_3_3_3,3,00000100001011000_010_000000
260,11,4_1_3,4_1p0_3_3_3_3_3_3_3_3_3_3_3_3_3,3,00000100001011000_010_000000
260,12,4_1_3,4_1p0_3_3_3_3_3_3_3_3_3_3_3_3_3,3,00000100001011000_010_000000
260,13,4_1_3,4_1p0_3_3_3_3_3_3_3_3_3_3_3_3_3,3,00000100001011000_010_000000
260,14,4_1_3,4_1p0_3_3_3_3_3_3_3_3_3_3_3_3_3,3,00000100001011000_010_000000
261,0,4_1_3,4p0_1_3_4_5_6_7_8_9_10_11_12_13_14_15,4,00000100011001000_010_000000
261,1,4_1_3,4p0_1_3_4_5_6_7_8_9_10_11_12_13_14_15,1,00000100011001000_010_000000
261,2,4_1_3,4p0_1_3_4_5_6_7_8_9_10_11_12_13_14_15,3,00000100011001000_010_000000
261,3,4_1_3,4p0_1_3_4_5_6_7_8_9_10_11_12_13_14_15,4,00000100011001000_010_000000
261,4,4_1_3,4p0_1_3_4_5_6_7_8_9_10_11_12_13_14_15,5,00000100011001000_010_000000
261,5,4_1_3,4p0_1_3_4_5_6_7_8_9_10_11_12_13_14_15,6,00000100011001000_010_000000
261,6,4_1_3,4p0_1_3_4_5_6_7_8_9_10_11_12_13_14_15,7,00000100011001000_010_000000
261,7,4_1_3,4p0_1_3_4_5_6_7_8_9_10_11_12_13_14_15,8,00000100011001000_010_000000
261,8,4_1_3,4p0_1_3_4_5_6_7_8_9_10_11_12_13_14_15,9,00000100011001000_010_000000
261,9,4_1_3,4p0_1_3_4_5_6_7_8_9_10_11_12_13_14_15,10,00000100011001000_010_000000
261,10,4_1_3,4p0_1_3_4_5_6_7_8_9_10_11_12_13_14_15,11,00000100011001000_010_000000
